Set ID,Standard ID,Standard Description,Content Kind,Content Title,Content URL
CCSS.Math,K,Kindergarten,,,
CCSS.Math,K.CC.A.1,Count to 100 by ones and by tens.,Exercise,Count tens,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-numbers-120/e/counting-tens
CCSS.Math,K.CC.A.1,Count to 100 by ones and by tens.,,,
CCSS.Math,K.CC.A.1,Count to 100 by ones and by tens.,Exercise,Numbers to 100,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-numbers-120/e/count-to-100
CCSS.Math,K.CC.A.2,Count forward beginning from a given number within the known sequence (instead of having to begin at 1).,Exercise,Missing numbers,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-numbers-120/e/count-from-any-number
CCSS.Math,K.CC.A.2,Count forward beginning from a given number within the known sequence (instead of having to begin at 1).,,,
CCSS.Math,K.CC.B.4,Understand the relationship between numbers and quantities; connect counting to cardinality.,Video,Counting in order,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-counting/v/counting-in-order
CCSS.Math,K.CC.B.4,Understand the relationship between numbers and quantities; connect counting to cardinality.,Exercise,Find 1 more or 1 less than a number,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-counting/e/one-more--one-less
CCSS.Math,K.CC.B.4,Understand the relationship between numbers and quantities; connect counting to cardinality.,Exercise,Count in order,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-counting/e/counting-objects
CCSS.Math,K.CC.B.4,Understand the relationship between numbers and quantities; connect counting to cardinality.,Exercise,Count in pictures,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-count-object-topic/e/counting-in-scenes
CCSS.Math,K.CC.B.4.a,"When counting objects, say the number names in the standard order, pairing each object with one and only one number name and each number name with one and only one object.",Video,Counting in order,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-counting/v/counting-in-order
CCSS.Math,K.CC.B.4.a,"When counting objects, say the number names in the standard order, pairing each object with one and only one number name and each number name with one and only one object.",Exercise,Count in order,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-counting/e/counting-objects
CCSS.Math,K.CC.B.4.c,Understand that each successive number name refers to a quantity that is one larger.,Exercise,Find 1 more or 1 less than a number,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-counting/e/one-more--one-less
CCSS.Math,K.CC.B.5,"Count to answer &ldquo;how many?&rdquo; questions about as many as 20 things arranged in a line, a rectangular array, or a circle, or as many as 10 things in a scattered configuration; given a number from 1&ndash;20, count out that many objects.",Exercise,Count objects 1,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-count-object-topic/e/how-many-objects-1
CCSS.Math,K.CC.B.5,"Count to answer &ldquo;how many?&rdquo; questions about as many as 20 things arranged in a line, a rectangular array, or a circle, or as many as 10 things in a scattered configuration; given a number from 1&ndash;20, count out that many objects.",Exercise,Count objects 2,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-count-object-topic/e/how-many-objects-2
CCSS.Math,K.CC.B.5,"Count to answer &ldquo;how many?&rdquo; questions about as many as 20 things arranged in a line, a rectangular array, or a circle, or as many as 10 things in a scattered configuration; given a number from 1&ndash;20, count out that many objects.",Exercise,Count with small numbers,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-counting/e/counting-out-1-20-objects
CCSS.Math,K.CC.B.5,"Count to answer &ldquo;how many?&rdquo; questions about as many as 20 things arranged in a line, a rectangular array, or a circle, or as many as 10 things in a scattered configuration; given a number from 1&ndash;20, count out that many objects.",Video,Counting with small numbers,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-counting/v/counting-with-small-numbers
CCSS.Math,K.CC.C.6,"Identify whether the number of objects in one group is greater than, less than, or equal to the number of objects in another group, e.g., by using matching and counting strategies.",Exercise,Compare numbers of objects 1,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-comparing-numbers/e/compare-groups-through-10
CCSS.Math,K.CC.C.7,Compare two numbers between 1 and 10 presented as written numerals.,Exercise,Comparing numbers to 10,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-comparing-numbers/e/comparing-numbers-through-10
CCSS.Math,K.G.A.1,"Describe objects in the environment using names of shapes, and describe the relative positions of these objects using terms such as <i>above</i>, <i>below</i>, <i>beside</i>, <i>in front of</i>, <i>behind</i>, and <i>next to</i>.",Exercise,Name shapes 1,https://www.khanacademy.org/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/e/naming-shapes
CCSS.Math,K.G.A.1,"Describe objects in the environment using names of shapes, and describe the relative positions of these objects using terms such as <i>above</i>, <i>below</i>, <i>beside</i>, <i>in front of</i>, <i>behind</i>, and <i>next to</i>.",Exercise,Relative position,https://www.khanacademy.org/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/e/relative-position
CCSS.Math,K.G.A.2,Correctly name shapes regardless of their orientations or overall size.,Exercise,Name shapes 2,https://www.khanacademy.org/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/e/naming-shapes-2
CCSS.Math,K.G.B.4,"Analyze and compare two- and three-dimensional shapes, in different sizes and orientations, using informal language to describe their similarities, differences, parts and other attributes.",Exercise,Compare shapes,https://www.khanacademy.org/math/early-math/cc-early-math-geometry-topic/cc-early-math-properties-shapes/e/compare-shapes
CCSS.Math,K.G.B.6,Compose simple shapes to form larger shapes.,Exercise,Compose shapes,https://www.khanacademy.org/math/early-math/cc-early-math-geometry-topic/cc-early-math-composing-shapes/e/compose-shapes
CCSS.Math,K.OA.A.1,"Represent addition and subtraction with objects, fingers, mental images, drawings, sounds (e.g., claps), acting out situations, verbal explanations, expressions, or equations.",Exercise,Add within 10,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-together-apart/e/put-together
CCSS.Math,K.OA.A.1,"Represent addition and subtraction with objects, fingers, mental images, drawings, sounds (e.g., claps), acting out situations, verbal explanations, expressions, or equations.",Exercise,Subtract within 10,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-together-apart/e/take-apart
CCSS.Math,K.OA.A.2,"Solve addition and subtraction word problems, and add and subtract within 10, e.g., by using objects or drawings to represent the problem.",Exercise,Subtraction word problems within 10,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-sub-word-problem-within-10/e/subtraction-word-problems-within-10
CCSS.Math,K.OA.A.2,"Solve addition and subtraction word problems, and add and subtract within 10, e.g., by using objects or drawings to represent the problem.",Exercise,Addition word problems within 10,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-sub-word-problem-within-10/e/addition-word-problems-within-10
CCSS.Math,K.OA.A.3,"Decompose numbers less than or equal to 10 into pairs in more than one way, e.g., by using objects or drawings, and record each decomposition by a drawing or equation.",Exercise,Making small numbers in different ways,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-making-5-9/e/making-totals-in-different-ways-within-10
CCSS.Math,K.OA.A.4,"For any number from 1 to 9, find the number that makes 10 when added to the given number, e.g., by using objects or drawings, and record the answer with a drawing or equation.",Exercise,Making 5,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-making-5-9/e/making-five
CCSS.Math,K.OA.A.4,"For any number from 1 to 9, find the number that makes 10 when added to the given number, e.g., by using objects or drawings, and record the answer with a drawing or equation.",Exercise,Make 10,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-make-10/e/making-ten-2
CCSS.Math,K.OA.A.4,"For any number from 1 to 9, find the number that makes 10 when added to the given number, e.g., by using objects or drawings, and record the answer with a drawing or equation.",Exercise,Make 10 (grids and number bonds),https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-make-10/e/making-ten
CCSS.Math,K.OA.A.5,Fluently add and subtract within 5.,Exercise,Add within 5,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-sub-intro/e/addition_1
CCSS.Math,K.OA.A.5,Fluently add and subtract within 5.,Exercise,Subtract within 5,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-sub-intro/e/subtraction_1
CCSS.Math,K.NBT.A.1,"Compose and decompose numbers from 11 to 19 into ten ones and some further ones, e.g., by using objects or drawings, and record each composition or decomposition by a drawing or equation (such as 18 = 10 + 8); understand that these numbers are composed of ten ones and one, two, three, four, five, six, seven, eight, or nine ones.",Exercise,Teen numbers,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-teens/e/teen-numbers-1
CCSS.Math,K.MD.A.2,"Directly compare two objects with a measurable attribute in common, to see which object has &ldquo;more of&rdquo;/&ldquo;less of&rdquo; the attribute, and describe the difference.",Exercise,Compare length,https://www.khanacademy.org/math/cc-kindergarten-math/cc-kindergarten-geometry/kindergarten-compare-size/e/compare-length
CCSS.Math,K.MD.A.2,"Directly compare two objects with a measurable attribute in common, to see which object has &ldquo;more of&rdquo;/&ldquo;less of&rdquo; the attribute, and describe the difference.",Exercise,Compare size,https://www.khanacademy.org/math/early-math/cc-early-math-measure-data-topic/cc-early-math-length-intro/e/which-has-more-
CCSS.Math,K.MD.B.3,Classify objects into given categories; count the numbers of objects in each category and sort the categories by count.,Exercise,Compare numbers of objects 2,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-comparing-numbers/e/sort-groups-by-count
CCSS.Math,1.G.A.1,"Distinguish between defining attributes (e.g., triangles are closed and three-sided) versus non-defining attributes (e.g., color, orientation, overall size); build and draw shapes to possess defining attributes.",Exercise,Name shapes 3,https://www.khanacademy.org/math/early-math/cc-early-math-geometry-topic/cc-early-math-shapes/e/attributes-of-shapes
CCSS.Math,1.G.A.3,"Partition circles and rectangles into two and four equal shares, describe the shares using the words <i>halves</i>, <i>fourths</i>, and <i>quarters</i>, and use the phrases <i>half of</i>, <i>fourth of</i>, and <i>quarter of</i>. Describe the whole as two of, or four of the shares. Understand for these examples that decomposing into more equal shares creates smaller shares.",Exercise,Halves,https://www.khanacademy.org/math/early-math/cc-early-math-geometry-topic/cc-early-math-fractions-of-shapes/e/halves-and-fourths
CCSS.Math,1.G.A.3,"Partition circles and rectangles into two and four equal shares, describe the shares using the words <i>halves</i>, <i>fourths</i>, and <i>quarters</i>, and use the phrases <i>half of</i>, <i>fourth of</i>, and <i>quarter of</i>. Describe the whole as two of, or four of the shares. Understand for these examples that decomposing into more equal shares creates smaller shares.",Exercise,Fourths,https://www.khanacademy.org/math/cc-1st-grade-math/cc-1st-measurement-geometry/cc-1st-fractions-of-shapes/e/fourths
CCSS.Math,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",Video,Addition and subtraction word problems: superheroes,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-within-20/v/sea-monsters-and-superheroes
CCSS.Math,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",Exercise,Add and subtract within 20 word problems,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-more-fewer-20/e/addition-and-subtraction-word-problems-within-20--level-3
CCSS.Math,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",Video,Addition and subtraction word problems: gorillas,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-within-20/v/exercising-gorillas
CCSS.Math,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",Exercise,Addition and subtraction word problems 2,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-within-20/e/addition-and-subtraction-word-problems-within-20--level-2
CCSS.Math,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",Exercise,Addition and subtraction word problems 1,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-within-20/e/addition-and-subtraction-word-problems-within-20--level-1
CCSS.Math,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",Exercise,"Word problems with ""more"" and ""fewer"" 2",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-more-fewer-20/e/addition-and-subtraction-word-problems-within-20--level-4
CCSS.Math,1.OA.A.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",,,
CCSS.Math,1.OA.A.2,"Solve word problems that call for addition of three whole numbers whose sum is less than or equal to 20, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",Exercise,Add 3 numbers,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20/e/adding-three-numbers
CCSS.Math,1.OA.B.4,Understand subtraction as an unknown-addend problem.,Exercise,Relate addition and subtraction,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-add-subtract-10/e/relate-addition-and-subtraction
CCSS.Math,1.OA.C,Add and subtract within 20.,Exercise,Add within 20 visually,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20/e/add-within-20-visually
CCSS.Math,1.OA.C,Add and subtract within 20.,Exercise,Add & subtract within 20,https://www.khanacademy.org/math/cc-2nd-grade-math/x3184e0ec:add-and-subtract-within-20/x3184e0ec:untitled-177/e/add-subtract-within-20
CCSS.Math,1.OA.C,Add and subtract within 20.,Exercise,Subtract within 20 visually,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-sub-20/e/subtract-within-20-visually
CCSS.Math,1.OA.C,Add and subtract within 20.,Video,Adding within 20 using place value blocks,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20/v/adding-within-20-using-place-value-blocks
CCSS.Math,1.OA.C,Add and subtract within 20.,,,
CCSS.Math,1.OA.C,Add and subtract within 20.,,,
CCSS.Math,1.OA.C,Add and subtract within 20.,,,
CCSS.Math,1.OA.C,Add and subtract within 20.,Video,Adding within 20 using ten frames,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20/v/adding-within-20-using-ten-frames
CCSS.Math,1.OA.C.6,"Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 &ndash; 4 = 13 &ndash; 3 &ndash; 1 = 10 &ndash; 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 &ndash; 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).",Video,Adding within 20 using ten frames,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20/v/adding-within-20-using-ten-frames
CCSS.Math,1.OA.C.6,"Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 &ndash; 4 = 13 &ndash; 3 &ndash; 1 = 10 &ndash; 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 &ndash; 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).",Exercise,Add within 20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20/e/addition_2
CCSS.Math,1.OA.C.6,"Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 &ndash; 4 = 13 &ndash; 3 &ndash; 1 = 10 &ndash; 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 &ndash; 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).",Exercise,Add & subtract within 20,https://www.khanacademy.org/math/cc-2nd-grade-math/x3184e0ec:add-and-subtract-within-20/x3184e0ec:untitled-177/e/add-subtract-within-20
CCSS.Math,1.OA.C.6,"Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 &ndash; 4 = 13 &ndash; 3 &ndash; 1 = 10 &ndash; 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 &ndash; 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).",Exercise,Subtract within 20 visually,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-sub-20/e/subtract-within-20-visually
CCSS.Math,1.OA.C.6,"Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 &ndash; 4 = 13 &ndash; 3 &ndash; 1 = 10 &ndash; 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 &ndash; 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).",Exercise,Subtract within 20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-sub-20/e/subtraction_2
CCSS.Math,1.OA.C.6,"Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 &ndash; 4 = 13 &ndash; 3 &ndash; 1 = 10 &ndash; 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 &ndash; 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).",Video,Adding within 20 using place value blocks,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20/v/adding-within-20-using-place-value-blocks
CCSS.Math,1.OA.C.6,"Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 &ndash; 4 = 13 &ndash; 3 &ndash; 1 = 10 &ndash; 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 &ndash; 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).",Exercise,Add within 20 visually,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-add-20/e/add-within-20-visually
CCSS.Math,1.OA.D.7,"Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false.",Exercise,Equal sign,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-equals-sign/e/meaning-of-equal-sign-1
CCSS.Math,1.OA.D.8,Determine the unknown whole number in an addition or subtraction equation relating three whole numbers.,Exercise,Find missing number (add and subtract within 20),https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/missing-number-within-20/e/missing-number-within-20--add-and-subtract-
CCSS.Math,1.NBT.A.1,"Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral.",Exercise,Numbers to 120,https://www.khanacademy.org/math/early-math/cc-early-math-counting-topic/cc-early-math-numbers-120/e/numbers-to-120
CCSS.Math,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,Exercise,2-digit place value challenge,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens/e/understanding-2-digit-numbers
CCSS.Math,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,Exercise,Tens and ones,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens/e/tens-and-ones
CCSS.Math,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,Video,Intro to place value,https://www.khanacademy.org/math/cc-2nd-grade-math/cc-2nd-place-value/x3184e0ec:intro-to-place-value/v/baseten-warmup
CCSS.Math,1.NBT.B.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,Exercise,Groups of ten objects,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens/e/groups-of-tens
CCSS.Math,1.NBT.B.2.a,10 can be thought of as a bundle of ten ones &mdash; called a &ldquo;ten.&rdquo;,Exercise,Tens and ones,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens/e/tens-and-ones
CCSS.Math,1.NBT.B.2.b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.",Exercise,Tens and ones,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens/e/tens-and-ones
CCSS.Math,1.NBT.B.2.c,"The numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens (and 0 ones).",Exercise,Groups of ten objects,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-tens/e/groups-of-tens
CCSS.Math,1.NBT.B.3,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols &gt;, =, and &lt;.",Exercise,Compare 2-digit numbers 2,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-two-digit-compare/e/comparing-two-digit-numbers-1
CCSS.Math,1.NBT.B.3,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols &gt;, =, and &lt;.",Exercise,Compare 2-digit numbers,https://www.khanacademy.org/math/early-math/cc-early-math-place-value-topic/cc-early-math-two-digit-compare/e/comparing_whole_numbers
CCSS.Math,1.NBT.C.4,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.",Exercise,Add within 100 using a number line,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-strategies-for-adding-within-100/e/add-sub-within-100-w-num-line
CCSS.Math,1.NBT.C.4,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.",Video,Adding by making a group of 10,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-strategies-for-adding-within-100/v/adding-by-getting-to-group-of-10-first
CCSS.Math,1.NBT.C.4,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.",Video,Missing numbers in addition and subtraction,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/missing-number-within-20/v/missing-numbers-in-addition-and-subtraction-within-100
CCSS.Math,1.NBT.C.4,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.",Video,Strategies for adding 2-digit numbers,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-strategies-for-adding-within-100/v/example-exercises-on-ways-to-add-two-digit-numbers
CCSS.Math,1.NBT.C.4,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.",Video,Subtracting 1s using place value,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-ones-tens/v/understanding-place-value-while-subtracting-ones
CCSS.Math,1.NBT.C.4,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.",Exercise,Break apart 2-digit addition problems,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-two-dig-intro/e/breaking-apart-two-digit-addition-problems
CCSS.Math,1.NBT.C.4,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.",Video,Subtracting 10s using place value,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-sub-ones-tens/v/understanding-place-value-when-subtracting-tens
CCSS.Math,1.NBT.C.4,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.",Exercise,Add 2-digit numbers by making tens,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-strategies-for-adding-within-100/e/making-100
CCSS.Math,1.NBT.C.4,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.",Video,Breaking apart 2-digit addition problems,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-two-dig-intro/v/breaking-apart-two-digit-addition-problems
